 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:51,784 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1695.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:52,005 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1696.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:52,217 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1697.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:52,451 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1698.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:52,653 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1699.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:52,859 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_17.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:53,063 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_170.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:53,273 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1700.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:53,487 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1701.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:53,690 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1702.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:53,901 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1703.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:54,104 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1704.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:54,300 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1705.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:54,514 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1706.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:54,729 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1707.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:54,943 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1708.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:55,157 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1709.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:55,371 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_171.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:55,576 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1710.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:55,796 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1711.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:56,000 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1712.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:56,205 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1713.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:56,417 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1714.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:56,630 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1715.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:56,834 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1716.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:57,049 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1717.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:57,251 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1718.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:57,463 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1719.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:57,675 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_172.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:57,878 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1720.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:58,091 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1721.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:58,317 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1722.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:58,520 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1723.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:58,735 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1724.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:58,939 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1725.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:59,153 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1726.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:59,357 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1727.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:59,571 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1728.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:59,785 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1729.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:50:59,997 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_173.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:00,213 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1730.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:00,425 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1731.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:00,630 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1732.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:00,842 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1733.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:01,056 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1734.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:01,268 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1735.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:01,471 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1736.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:01,683 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1737.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:01,889 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1738.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:02,114 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1739.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:02,318 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_174.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:02,530 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1740.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:02,746 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1741.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:02,959 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1742.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:03,173 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1743.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:03,388 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1744.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:03,598 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1745.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:03,815 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1746.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:04,027 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1747.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:04,231 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1748.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:04,453 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1749.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:04,665 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_175.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:04,867 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1750.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:05,081 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1751.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:05,285 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1752.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:05,507 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1753.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:05,727 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1754.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:05,941 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1755.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:06,161 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1756.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:06,383 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1757.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:06,591 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1758.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:06,803 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1759.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:06,996 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_176.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:07,210 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1760.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:07,414 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1761.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:07,636 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1762.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:07,839 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1763.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:08,051 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1764.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:08,261 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1765.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:08,467 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1766.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:08,671 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1767.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:08,875 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1768.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:09,079 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1769.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:09,295 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_177.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:09,507 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1770.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:09,729 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1771.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:09,941 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1772.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:10,152 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1773.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:10,356 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1774.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:10,564 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1775.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:10,768 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1776.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:10,982 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1777.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:11,186 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1778.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:11,398 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1779.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:11,602 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_178.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:11,796 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1780.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:11,999 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1781.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:12,211 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1782.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:12,425 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1783.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:12,635 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1784.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:12,849 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1785.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:13,061 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1786.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:13,282 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1787.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:13,477 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1788.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:13,699 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1789.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:13,911 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_179.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:14,123 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1790.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:14,343 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1791.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:14,557 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1792.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:14,761 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1793.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:14,974 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1794.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:15,194 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1795.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:15,408 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1796.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:15,620 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1797.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:15,833 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1798.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:16,037 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1799.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:16,249 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_18.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:16,445 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_180.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:16,650 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1800.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:16,851 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1801.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:17,063 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1802.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:17,258 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1803.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:17,470 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1804.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:17,684 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1805.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:17,906 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1806.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:18,109 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1807.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:18,321 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1808.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:18,523 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1809.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:18,724 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_181.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:18,929 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1810.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:19,149 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1811.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:19,354 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1812.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:19,566 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1813.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:19,778 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1814.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:19,982 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1815.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:20,185 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1816.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:20,397 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1817.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:20,619 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1818.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:20,832 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1819.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:21,038 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_182.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:21,251 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1820.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:21,464 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1821.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:21,686 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1822.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:21,898 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1823.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:22,102 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1824.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:22,316 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1825.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:22,520 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1826.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:22,734 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1827.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:22,946 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1828.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:23,166 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1829.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:23,381 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_183.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:23,592 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1830.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:23,804 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1831.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:24,018 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1832.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:24,230 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1833.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:24,436 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1834.jpg
 [image_cleaning.py:162:image_cleaning()]- 2021-05-04 13:51:24,640 - INFO - d:\Data_Science\my_projects\audio_books\bulk_load/processed_images\HarryPotter_page_1835.jpg
